Building,No. of Loads,Non-Sched Load (kWh),Sched-Only Load (kWh),Sched-Batt Load (kWh),Non-Sched Cost (€),Sched-Only Cost (€),Sched-Batt Cost (€),% Cost Red. – Sched-Only,% Cost Red. – Sched-Batt,Non-Sched PAR,Sched-Only PAR,Sched-Batt PAR,Solve Time [s]
DE_KN_residential1 + DE_KN_residential2 + DE_KN_residential3,16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,12.23
