building_id,with_battery_total_savings,no_battery_total_savings
DE_KN_industrial3,582.8411459743722,740.8638130584221
DE_KN_residential1,89.17312346432263,238.2129675431817
DE_KN_residential2,8.477463330000035,17.80440413000005
DE_KN_residential3,10.850552280996517,17.339473291599948
DE_KN_residential4,35.57363518493611,131.5554241510563
DE_KN_residential5,3.20007284,5.3950680400000035
DE_KN_residential6,-30.78897693187674,-25.15909947619009
