Building,Devices,No Battery Savings (€),With Battery Savings (€),Battery Benefit (€),Savings Improvement (%)
DE_KN_residential1,5,0.0,18.495882399999914,18.495882399999914,184958.82399999915
DE_KN_residential2,5,0.0,1.0880375999999987,1.0880375999999987,10880.375999999987
DE_KN_residential3,6,0.0,1.3250192000000167,1.3250192000000167,13250.192000000166
