Building,Num_Devices,Days_Analyzed,Avg_Consumption_kWh,Avg_PV_kWh,Avg_Baseline_Cost_EUR,Avg_Baseline_PV_Util_PCT,Avg_Dec_Savings_PCT,Avg_Cent_Savings_PCT,Avg_Dec_PV_Improvement_PP,Avg_Cent_PV_Improvement_PP
DE_KN_residential1,4,10,13.981199999999955,29.326499999999943,3.4952999999999887,21.260073932897203,113.74050732016238,115.6868878522132,-3.668312329670568,-2.5476127769888337
DE_KN_residential3,5,10,10.125400000000031,23.411700000000017,2.5313500000000078,28.46011272200446,111.00201303946082,112.38069354563666,-2.3679426392060163,-1.8736204630811237
DE_KN_residential4,6,10,11.517200000000011,37.165900000000235,2.879300000000003,26.361252180446865,135.35385331957647,135.6105601414032,-21.62243066146248,-22.973463533475464
