building,day,num_devices,baseline_cost_eur,decentralized_cost_eur,centralized_cost_eur,baseline_pv_utilization_pct,decentralized_pv_utilization_pct,centralized_pv_utilization_pct,savings_dec_pct,savings_cent_pct,pv_improvement_dec_pct,pv_improvement_cent_pct,load_shifted_dec_kwh,load_shifted_cent_kwh,total_consumption_kwh,total_pv_kwh,grid_import_kwh,grid_export_kwh
DE_KN_residential3,2017-05-30,5,2.1150000000000375,-0.48642380119999734,-0.4914909211999981,30.616956850871325,29.470098410295805,30.616956850871325,122.99876128605148,123.23834142789549,-1.1468584405755209,0.0,3.5430000000004043,0.0,8.46000000000015,26.420000000000073,0.37099999999992406,18.330999999999847
DE_KN_residential3,2016-08-19,5,1.9637500000000188,-0.18255275119999087,-0.18731105019999267,17.495926127102525,38.46279196088751,17.495926127102525,109.29612991470346,109.53843667472903,20.966865833784983,0.0,9.921000000001015,0.0,7.855000000000075,18.409999999999854,4.634000000000526,15.189000000000306
DE_KN_residential3,2016-09-20,5,1.91400000000003,0.05327603279998069,-0.016031331406005163,34.68190854871235,25.099403578535462,27.594433399601392,97.2165082131672,100.83758262309325,-9.582504970176888,-7.087475149110958,10.76199999999988,12.02599999963184,7.65600000000012,10.0600000000004,4.166999999999518,6.570999999999799
DE_KN_residential4,2017-05-03,6,3.716750000000026,-1.3292676000000476,-1.2783395529600476,34.0096952908578,0.12696214219759477,0.0,135.7642456447175,134.39401501204114,-33.88273314866021,-34.0096952908578,14.92900000000016,14.867000000000104,14.867000000000104,43.32000000000153,0.13399999999998613,28.58700000000141
DE_KN_residential4,2017-07-25,6,3.0702500000000015,-0.9485157929599956,-0.9485742729599952,21.709891435461802,0.8775633293124283,0.9288299155608989,130.89376412213974,130.8956688530248,-20.832328106149376,-20.781061519900902,12.264000000000198,11.807999999999993,12.281000000000006,33.159999999999854,5.082000000000903,25.96100000000075
DE_KN_residential4,2016-05-13,6,2.980999999999966,-0.15584419994158827,-0.14232145996002588,66.53024911031615,18.172004748219653,22.544483985764295,105.22791680448138,104.77428580878991,-48.3582443620965,-43.985765124551854,10.857533333300449,7.9389999999999645,11.923999999999864,11.240000000000691,4.44599999999987,3.762000000000697
DE_KN_residential4,2017-05-07,6,2.831250000000047,-0.3314348329599599,-0.44739035295996177,39.691577698698424,16.17437722419131,1.2158956109133994,111.70630756591451,115.80186677121252,-23.517200474507113,-38.475682087785025,12.541999999999803,10.963000000000193,11.325000000000188,16.859999999998763,4.6330000000001235,10.167999999998699
DE_KN_residential4,2016-09-21,6,2.790749999999992,-1.1187870289599997,-1.0932473099599993,34.05426281742216,0.6082842521972929,1.747610311867082,140.0891168667922,139.17396076180245,-33.44597856522487,-32.30665250555508,10.800999999999974,10.144999999999982,11.162999999999968,31.070999999999913,0.5819999999987573,20.4899999999987
DE_KN_residential4,2017-05-08,6,2.765750000000004,-0.24381803295999271,-0.26452683295999224,2.1235873131618943,5.277068902661379,2.087130878599983,108.8156208247308,109.56437975088103,3.153481589499485,-0.036456434561911166,10.9909999999998,10.682000000000016,11.063000000000017,10.971999999999753,10.829999999999899,10.738999999999635
DE_KN_residential4,2017-05-23,6,2.725249999999974,-1.7082466729600176,-1.7067709129600181,9.696012222012174,0.44096456658741445,0.4774222669745368,162.6822006406764,162.62804927841609,-9.25504765542476,-9.218589955037636,10.575999999999993,10.474999999999909,10.900999999999897,57.60100000000057,5.31599999999861,52.01599999999928
DE_KN_residential4,2016-06-22,6,2.671750000000028,-1.2354420847100098,-1.2309759349600082,15.995985176034,2.643607164916606,3.012662137121111,146.24093140114144,146.0737694380086,-13.352378011117395,-12.98332303891289,10.202000000000144,8.409000000000106,10.687000000000111,64.76000000000022,0.3280000000004577,54.401000000000565
DE_KN_residential4,2016-09-26,6,2.6567499999999953,-1.119094126959961,-1.1184600369599615,24.646690301588688,1.9729493468020547,1.3792433587489656,142.12267345290158,142.09880632200858,-22.673740954786634,-23.267446942839722,10.196999999999836,9.581999999999994,10.626999999999981,41.18199999999888,0.47700000000000387,31.031999999998902
DE_KN_residential4,2017-05-29,6,2.5834999999999937,-1.8083403529600701,-1.8265551529600705,15.154570438915574,1.0944335127581604,0.4846080041637543,169.9957558722692,170.7007994178469,-14.060136926157414,-14.66996243475182,10.083999999999975,9.884999999999991,10.333999999999975,61.49300000000221,1.0149999999972863,52.17399999999952
