k,device,js_divergence,entropy,learning_rate
1,dishwasher,0.15530344941574759,3.1780538303479453,
2,dishwasher,0.801048046676755,6.58513754007946e-10,-0.6457445972610074
3,dishwasher,0.6540259876959146,1.6094379129475105,0.14702205898084042
4,dishwasher,0.6160049592342133,1.7328679518847232,0.0380210284617013
5,dishwasher,0.5572772225813734,2.0198149929196707,0.058727736652839924
6,dishwasher,0.5355148772046968,2.1383330599064574,0.02176234537667654
7,dishwasher,0.4987816302092337,2.273965716764483,0.0367332469954631
8,dishwasher,0.4987816302092337,2.273965716764483,0.0
9,dishwasher,0.4981048235932844,2.2877732294828146,0.0006768066159493213
10,dishwasher,0.49851482911842554,2.2764226861268337,-0.00041000552514114386
11,dishwasher,0.4985492541399889,2.2546036343121267,-3.44250215633668e-05
12,dishwasher,0.4992041076968841,2.2769118622411564,-0.0006548535568952074
13,dishwasher,0.5040041719583916,2.2298696503200395,-0.004800064261507531
14,dishwasher,0.4750646087175079,2.3029725170074036,0.02893956324088376
15,dishwasher,0.4585195022060696,2.319042558117168,0.016545106511438312
16,dishwasher,0.45830983449043494,2.327363830053036,0.0002096677156346316
17,dishwasher,0.4665103211418783,2.278587579885947,-0.00820048665144335
18,dishwasher,0.46173099178572885,2.312166201477184,0.004779329356149442
19,dishwasher,0.4441103386950183,2.395706101775733,0.017620653090710536
20,dishwasher,0.44574724360414636,2.406599869349764,-0.0016369049091280452
21,dishwasher,0.42366105656501984,2.4928816172179147,0.022086187039126515
22,dishwasher,0.4137024479502933,2.513337210934395,0.009958608614726527
23,dishwasher,0.4169129170476998,2.499006444743351,-0.0032104690974064654
24,dishwasher,0.41200847592746137,2.5193192388126406,0.004904441120238412
25,dishwasher,0.4125762409392834,2.508019451098363,-0.0005677650118220412
26,dishwasher,0.4085254108183593,2.5194805602532218,0.004050830120924109
27,dishwasher,0.4042022837340703,2.5332005452727344,0.004323127084289002
28,dishwasher,0.4042881417363688,2.544108337341416,-8.585800229848894e-05
29,dishwasher,0.4042881417363688,2.5441083373414157,0.0
30,dishwasher,0.34028743824305463,2.690897941275625,0.06400070349331416
1,freezer,0.0008578904406179979,3.1780538303479453,
2,freezer,0.0008578904406179979,3.1780538303479453,0.0
3,freezer,0.0008578904406179979,3.1780538303479453,0.0
4,freezer,0.0008578904406179979,3.1780538303479453,0.0
5,freezer,0.0008578904406179979,3.1780538303479453,0.0
6,freezer,0.0008578904406179979,3.1780538303479453,0.0
7,freezer,0.0008578904406179979,3.1780538303479453,0.0
8,freezer,0.0008578904406179979,3.1780538303479453,0.0
9,freezer,0.0008578904406179979,3.1780538303479453,0.0
10,freezer,0.0008578904406179979,3.1780538303479453,0.0
11,freezer,0.0008578904406179979,3.1780538303479453,0.0
12,freezer,0.0008578904406179979,3.1780538303479453,0.0
13,freezer,0.0008578904406179979,3.1780538303479453,0.0
14,freezer,0.0008578904406179979,3.1780538303479453,0.0
15,freezer,0.0008578904406179979,3.1780538303479453,0.0
16,freezer,0.0008578904406179979,3.1780538303479453,0.0
17,freezer,0.0008578904406179979,3.1780538303479453,0.0
18,freezer,0.0008578904406179979,3.1780538303479453,0.0
19,freezer,0.0008578904406179979,3.1780538303479453,0.0
20,freezer,0.0008578904406179979,3.1780538303479453,0.0
21,freezer,0.0008578904406179979,3.1780538303479453,0.0
22,freezer,0.0008578904406179979,3.1780538303479453,0.0
23,freezer,0.0008578904406179979,3.1780538303479453,0.0
24,freezer,0.0008578904406179979,3.1780538303479453,0.0
25,freezer,0.0008578904406179979,3.1780538303479453,0.0
26,freezer,0.0008578904406179979,3.1780538303479453,0.0
27,freezer,0.0008578904406179979,3.1780538303479453,0.0
28,freezer,0.0008578904406179979,3.1780538303479453,0.0
29,freezer,0.0008578904406179979,3.1780538303479453,0.0
30,freezer,0.0008578904406179979,3.1780538303479453,0.0
1,heat_pump,0.0029007041383267403,3.1780538303479453,
2,heat_pump,0.0029007041383267403,3.1780538303479453,0.0
3,heat_pump,0.0029007041383267403,3.1780538303479453,0.0
4,heat_pump,0.0029007041383267403,3.1780538303479453,0.0
5,heat_pump,0.0029007041383267403,3.1780538303479453,0.0
6,heat_pump,0.0029007041383267403,3.1780538303479453,0.0
7,heat_pump,0.0029007041383267403,3.1780538303479453,0.0
8,heat_pump,0.0029007041383267403,3.1780538303479453,0.0
9,heat_pump,0.0029007041383267403,3.1780538303479453,0.0
10,heat_pump,0.0029007041383267403,3.1780538303479453,0.0
11,heat_pump,0.0029007041383267403,3.1780538303479453,0.0
12,heat_pump,0.0029007041383267403,3.1780538303479453,0.0
13,heat_pump,0.0029007041383267403,3.1780538303479453,0.0
14,heat_pump,0.0029007041383267403,3.1780538303479453,0.0
15,heat_pump,0.0029007041383267403,3.1780538303479453,0.0
16,heat_pump,0.0029007041383267403,3.1780538303479453,0.0
17,heat_pump,0.0029007041383267403,3.1780538303479453,0.0
18,heat_pump,0.0029007041383267403,3.1780538303479453,0.0
19,heat_pump,0.0029007041383267403,3.1780538303479453,0.0
20,heat_pump,0.0029007041383267403,3.1780538303479453,0.0
21,heat_pump,0.0029007041383267403,3.1780538303479453,0.0
22,heat_pump,0.0029007041383267403,3.1780538303479453,0.0
23,heat_pump,0.001266990958361899,3.1780154367383915,0.0016337131799648414
24,heat_pump,0.0012256029384122872,3.178018595026159,4.138801994961168e-05
25,heat_pump,0.0011989872158425998,3.178021379037712,2.6615722569687476e-05
26,heat_pump,0.0011848074841951588,3.178023845659764,1.4179731647440998e-05
27,heat_pump,0.0011808764154770239,3.178026041367599,3.931068718134902e-06
28,heat_pump,0.001185212163804962,3.178028004430777,-4.335748327938087e-06
29,heat_pump,0.0011960761530615174,3.178029766592299,-1.0863989256555424e-05
30,heat_pump,0.002451509626238391,3.177962717193364,-0.0012554334731768738
1,washing_machine,0.7926510626528993,6.585135319633412e-10,
2,washing_machine,0.52647237396975,2.079441542104661,0.2661786886831493
3,washing_machine,0.5011085997536314,2.197224577732726,0.025363774216118573
4,washing_machine,0.5036144182482777,2.163955657279617,-0.0025058184946462614
5,washing_machine,0.2990521817314613,2.75433170374303,0.20456223651681638
6,washing_machine,0.2817774088675932,2.7676469411068134,0.017274772863868082
7,washing_machine,0.2852196570854933,2.755216722020334,-0.003442248217900068
8,washing_machine,0.29479558938755146,2.738726328257235,-0.009575932302058165
9,washing_machine,0.2906170499315322,2.7536251606575854,0.004178539456019259
10,washing_machine,0.30098476172907407,2.709326885441037,-0.010367711797541868
11,washing_machine,0.302328229941889,2.704138944947519,-0.0013434682128149467
12,washing_machine,0.30961941505724655,2.680553749882253,-0.007291185115357535
13,washing_machine,0.2723868671171782,2.759692914171214,0.03723254794006836
14,washing_machine,0.27608853785181614,2.7374426117397714,-0.003701670734637952
15,washing_machine,0.27805291594036136,2.72950900219753,-0.0019643780885452156
16,washing_machine,0.28919897780462533,2.700764338135709,-0.011146061864263979
17,washing_machine,0.280114460163907,2.7330668260461692,0.009084517640718326
18,washing_machine,0.28221936872624187,2.726370868489232,-0.002104908562334862
19,washing_machine,0.26220064727479636,2.7707852032119917,0.02001872145144551
20,washing_machine,0.2598304299362141,2.774631495130596,0.002370217338582281
21,washing_machine,0.25367707750661683,2.7757712256449953,0.0061533524295972475
22,washing_machine,0.24557274057032352,2.809053191658164,0.00810433693629331
23,washing_machine,0.2538615870417021,2.7840630424573467,-0.008288846471378564
24,washing_machine,0.2471977792652373,2.802731295926073,0.006663807776464775
25,washing_machine,0.2457718618196806,2.808805565833469,0.0014259174455567014
26,washing_machine,0.22566507563409233,2.8481148175061026,0.020106786185588282
27,washing_machine,0.22423388475913056,2.850865236310767,0.0014311908749617686
28,washing_machine,0.22297577163933954,2.858344131557745,0.0012581131197910156
29,washing_machine,0.21849010455953868,2.8714824244148835,0.004485667079800859
30,washing_machine,0.2227688947955872,2.8586832320151805,-0.004278790236048519
